CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
00301J,Curtin University,050344F,Master of Urban and Regional Planning,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,040103 - Urban Design and Regional Planning,,,,Masters Degree (Coursework),No,No,0.00,0,0,English,78,"$65,098.00","$1,000.00","$66,098.00",No
00301J,Curtin University,050345E,Bachelor of Science (Molecular Genetics and Biotechnology),,No,01 - Natural and Physical Sciences,0109 - Biological Sciences,"010999 - Biological Sciences, n.e.c.",,,,Bachelor Degree,No,No,0.00,0,0,English,156,$0.00,$100.00,$100.00,No
00301J,Curtin University,050568A,"Bachelor of Engineering (Civil and Construction Engineering) (Honours), Bachelor of Science (Mining)",,Yes,03 - Engineering and Related Technologies,0309 - Civil Engineering,"030900 - Civil Engineering, n.f.d.",03 - Engineering and Related Technologies,0303 - Process and Resources Engineering,030303 - Mining Engineering,Bachelor Degree,No,Yes,37.50,12,450,English,260,"$240,260.00","$2,000.00","$242,260.00",No
00301J,Curtin University,050585M,Doctor of Philosophy (Construction Management) Research,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Doctoral Degree,No,No,0.00,0,0,English,208,"$161,524.00","$1,000.00","$162,524.00",No
00301J,Curtin University,050586K,Doctor of Philosophy (Urban and Regional Planning) Research,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Doctoral Degree,No,No,0.00,0,0,English,208,"$161,524.00","$1,000.00","$162,524.00",No
00301J,Curtin University,050587J,Doctor of Philosophy (Engineering) Research,,No,01 - Natural and Physical Sciences,0109 - Biological Sciences,010905 - Ecology and Evolution,,,,Doctoral Degree,No,No,0.00,0,0,English,208,"$168,580.00","$1,000.00","$169,580.00",No
00301J,Curtin University,050596G,"Master of Science (Minerals and Energy Economics), Master of Business Administration",,Yes,03 - Engineering and Related Technologies,0303 - Process and Resources Engineering,030303 - Mining Engineering,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",Masters Degree (Coursework),No,No,,,,English,130,"$92,288.00","$2,000.00","$94,288.00",No
00301J,Curtin University,050729M,Graduate Certificate in Human Rights,,No,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",,,,Graduate Certificate,No,No,0.00,0,0,English,26,"$21,475.00","$1,000.00","$22,475.00",No
00301J,Curtin University,051616A,Graduate Certificate in Professional Accounting,,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Graduate Certificate,No,No,0.00,0,0,English,26,"$26,027.00","$1,000.00","$27,027.00",No
00301J,Curtin University,051619J,Graduate Diploma in Human Resources,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Graduate Diploma,No,No,0.00,0,0,English,52,"$51,054.00","$1,000.00","$52,054.00",No
00301J,Curtin University,051622C,Graduate Diploma in Professional Accounting,,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Graduate Diploma,No,No,0.00,0,0,English,52,"$51,054.00","$1,000.00","$52,054.00",No
00301J,Curtin University,051784G,ELICOS - Elementary to Advanced,,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,50,$0.00,$0.00,"$19,750.00",No
00301J,Curtin University,054623M,Graduate Diploma in Metallurgy,,No,03 - Engineering and Related Technologies,0303 - Process and Resources Engineering,"030399 - Process and Resources Engineering, n.e.c.",,,,Graduate Diploma,No,Yes,0.00,1,15,English,52,"$49,260.00","$2,000.00","$51,260.00",No
00301J,Curtin University,054627G,Master of Science (Actuarial and Financial Science),,No,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010101 - Mathematics,,,,Masters Degree (Coursework),No,No,0.00,0,0,English,78,"$69,539.00","$2,000.00","$71,539.00",No
00301J,Curtin University,056083G,Master of Science (Geospatial Science),,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,$0.00,$0.00,"$69,600.00",No
00301J,Curtin University,058470B,Master of International Business,,No,08 - Management and Commerce,0803 - Business and Management,080311 - International Business,,,,Masters Degree (Coursework),No,No,0.00,0,0,English,78,"$46,125.00","$1,000.00","$47,125.00",No
00301J,Curtin University,058728C,Master of Architecture,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,040101 - Architecture,,,,Masters Degree (Coursework),No,Yes,0.00,3,100,English,104,"$100,508.00","$1,000.00","$101,508.00",No
00301J,Curtin University,061485B,Master of Human Rights,,No,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$62,425.00","$1,000.00","$63,425.00",No
00301J,Curtin University,061489J,Master of Science (Science),,No,01 - Natural and Physical Sciences,0100 - Natural and Physical Sciences,"010000 - Natural and Physical Sciences, n.f.d.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$64,200.00",$0.00,"$64,200.00",No
00301J,Curtin University,061491D,Bachelor of Science (Science) (Honours),,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",,,,Bachelor Honours Degree,No,No,,,,English,52,"$50,644.00","$2,000.00","$52,644.00",No
00301J,Curtin University,061492C,Master of Philosophy (Accounting),,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Masters Degree (Research),No,No,,,,English,104,"$81,262.00","$1,000.00","$82,262.00",No
00301J,Curtin University,061495M,Master of Philosophy (Chemical Engineering),,No,03 - Engineering and Related Technologies,0303 - Process and Resources Engineering,030301 - Chemical Engineering,,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061496K,Master of Philosophy (Chemistry),,No,01 - Natural and Physical Sciences,0105 - Chemical Sciences,"010599 - Chemical Sciences, n.e.c.",,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061497J,Master of Philosophy (Civil Engineering),,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,030903 - Structural Engineering,,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061498G,Master of Philosophy (Computer Science),,No,02 - Information Technology,0201 - Computer Science,"020100 - Computer Science, n.f.d.",,,,Masters Degree (Research),No,No,,,,English,104,"$76,000.00","$1,000.00","$77,000.00",No
00301J,Curtin University,061499G,Master of Philosophy (Corporate Sustainability),,No,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039900 - Engineering and Related Technologies, n.f.d.",,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061500G,Master of Philosophy (Electrical and Computer Engineering),,No,03 - Engineering and Related Technologies,0313 - Electrical and Electronic Engineering and Technology,031301 - Electrical Engineering,,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061503E,Master of Philosophy (Geology),,No,01 - Natural and Physical Sciences,0107 - Earth Sciences,010703 - Geology,,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061504D,Master of Philosophy (Geophysics),,No,01 - Natural and Physical Sciences,0107 - Earth Sciences,010705 - Geophysics,,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061508M,Master of Philosophy (Mathematics),,No,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010101 - Mathematics,,,,Masters Degree (Research),No,No,,,,English,104,"$76,000.00","$1,000.00","$77,000.00",No
00301J,Curtin University,061509K,Master of Philosophy (Mechanical Engineering),,No,03 - Engineering and Related Technologies,0307 - Mechanical and Industrial Engineering and Technology,030701 - Mechanical Engineering,,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061514B,Master of Philosophy (Mining and Metallurgical Engineering),,No,03 - Engineering and Related Technologies,0303 - Process and Resources Engineering,030303 - Mining Engineering,,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061517K,Master of Philosophy (Petroleum Engineering),,No,03 - Engineering and Related Technologies,0303 - Process and Resources Engineering,030303 - Mining Engineering,,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061518J,Master of Philosophy (Physics),,No,01 - Natural and Physical Sciences,0103 - Physics and Astronomy,010301 - Physics,,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,061522B,Master of Philosophy (Surveying and Mapping),,No,03 - Engineering and Related Technologies,0311 - Geomatic Engineering,031101 - Surveying,,,,Masters Degree (Research),No,No,,,,English,104,"$86,554.00","$1,000.00","$87,554.00",No
00301J,Curtin University,061531A,Master of Philosophy (Education),,No,07 - Education,0701 - Teacher Education,"070100 - Teacher Education, n.f.c.",,,,Masters Degree (Research),No,No,,,,English,104,"$80,380.00","$1,000.00","$81,380.00",No
00301J,Curtin University,061535G,"Master of Philosophy (Media, Culture and Creative Arts)",,No,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",,,,Masters Degree (Research),No,No,,,,English,104,"$80,380.00","$1,000.00","$81,380.00",No
00301J,Curtin University,061538E,Master of Philosophy (Humanities),,No,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",,,,Masters Degree (Research),No,No,,,,English,104,"$80,380.00","$1,000.00","$81,380.00",No
00301J,Curtin University,061542J,Master of Philosophy (Economics and Finance),,No,09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,,,,Masters Degree (Research),No,No,,,,English,104,"$72,800.00",$60.00,"$72,860.00",No
00301J,Curtin University,061543G,Master of Philosophy (Information Systems),,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Masters Degree (Research),No,No,,,,English,104,"$81,262.00","$1,000.00","$82,262.00",No
00301J,Curtin University,061545F,Master of Philosophy (Marketing),,No,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,,,,Masters Degree (Research),No,No,,,,English,104,"$81,262.00","$1,000.00","$82,262.00",No
00301J,Curtin University,061600D,Bachelor of Science (Science),,No,01 - Natural and Physical Sciences,0100 - Natural and Physical Sciences,"010000 - Natural and Physical Sciences, n.f.d.",,,,Bachelor Degree,No,No,,,,English,156,"$143,948.00","$2,000.00","$145,948.00",No
00301J,Curtin University,064462G,Master of Public Health,,No,06 - Health,0613 - Public Health,"061300 - Public Health, n.f.d.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$95,752.00","$1,200.00","$96,952.00",No
00301J,Curtin University,064464E,Bachelor of Science (Laboratory Medicine),,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,,,,Bachelor Degree,No,Yes,37.00,24,888,English,208,"$186,848.00","$1,200.00","$188,048.00",No
00301J,Curtin University,064466C,Master of Science (Food Science and Technology),,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019905 - Food Science and Biotechnology,,,,Masters Degree (Coursework),No,No,,,,English,104,"$101,308.00","$2,000.00","$103,308.00",No
00301J,Curtin University,064467B,Master of Nursing Practice,,No,06 - Health,0603 - Nursing,060301 - General Nursing,,,,Masters Degree (Coursework),No,Yes,40.00,20,800,English,104,"$87,556.00","$1,200.00","$88,756.00",No
00301J,Curtin University,064468A,"Bachelor of Science (Health, Safety and Environment)",,No,06 - Health,0613 - Public Health,"061399 - Public Health, n.e.c.",,,,Bachelor Degree,No,Yes,9.60,26,250,English,156,"$138,666.00","$1,200.00","$139,866.00",No
00301J,Curtin University,065873B,Master of Philosophy (Public Policy),,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,,,,Masters Degree (Research),No,No,,,,English,104,"$81,262.00","$1,000.00","$82,262.00",No
00301J,Curtin University,065874A,Doctor of Philosophy (Public Policy) Research,,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,,,,Doctoral Degree,No,No,,,,English,208,"$161,524.00","$1,000.00","$162,524.00",No
00301J,Curtin University,066674A,Bachelor of Science (Actuarial Science) (Honours),,No,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,"010199 - Mathematical Sciences, n.e.c.",,,,Bachelor Honours Degree,No,No,,,,English,52,"$43,870.00","$2,000.00","$45,870.00",No
00301J,Curtin University,066675M,"Bachelor of Engineering (Honours), Bachelor of Commerce",,Yes,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",Bachelor Degree,No,Yes,37.50,12,450,English,286,"$264,086.00","$2,000.00","$266,086.00",No
00301J,Curtin University,068615G,Graduate Diploma in Sexology,,No,06 - Health,0613 - Public Health,"061399 - Public Health, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$49,386.00","$1,200.00","$50,586.00",No
00301J,Curtin University,068620K,Bachelor of Social Work,,No,09 - Society and Culture,0905 - Human Welfare Studies and Services,090501 - Social Work,,,,Bachelor Degree,No,Yes,,24,883,English,208,"$173,368.00","$1,200.00","$174,568.00",No
00301J,Curtin University,068621J,Master of Pharmacy,,No,06 - Health,0605 - Pharmacy,060501 - Pharmacy,,,,Masters Degree (Coursework),No,No,,,,English,104,$0.00,$968.00,$968.00,No
00301J,Curtin University,068750M,Bachelor of Arts,,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$124,474.00","$1,000.00","$125,474.00",No
00301J,Curtin University,072465D,"Bachelor of Arts, Bachelor of Commerce",,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",Bachelor Degree,No,No,,,,English,208,"$163,072.00","$1,000.00","$164,072.00",No
00301J,Curtin University,072466C,Master of Science (Minerals and Energy Economics),,No,09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,,,,Masters Degree (Coursework),No,No,,,,English,78,"$60,920.00","$2,000.00","$62,920.00",No
00301J,Curtin University,072467B,Bachelor of Engineering (Honours),,No,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",,,,Bachelor Honours Degree,No,Yes,37.50,12,450,English,208,"$192,608.00","$2,000.00","$194,608.00",No
00301J,Curtin University,072468A,Master of Philosophy (Environmental Science),,No,"05 - Agriculture, Environmental and Related Studies","0599 - Other Agriculture, Environmental and Related Studies","059999 - Agriculture, Environmental and Related Studies, n.e.c.",,,,Masters Degree (Research),No,No,,,,English,104,"$84,790.00","$1,000.00","$85,790.00",No
00301J,Curtin University,072469M,Doctor of Philosophy - Environmental Science,,No,"05 - Agriculture, Environmental and Related Studies","0599 - Other Agriculture, Environmental and Related Studies","059999 - Agriculture, Environmental and Related Studies, n.e.c.",,,,Doctoral Degree,No,No,,,,English,208,"$168,580.00","$1,000.00","$169,580.00",No
